month	lesson	phrase	eng	den	audio
8	3	15	There are mouse tracks here too.	  Dlin’a (k’a gu ghu) q’e qilan.	apr-03-11.mp3
8	3	16	There are black bear tracks. 	  Ghedishla k’eq’e qilan.	apr-03-12.mp3
4	5	1	Where are you staying?	Ndaha q’u yidu dit?	dec-05-01.mp3
4	5	2	I stay in Tyonek.	Tubughnenq’ yeshdu shit’i.	dec-05-02.mp3
4	5	3	I stay in Susitna (also).	Susitnu (k’a) yeshdu shit’i.	dec-05-03.mp3
4	5	4	I stay at Eklutna.	Eydlughet yeshdu shit’u.	dec-05-04.mp3
4	5	5	I stay at Talkeetna too.	K’dalkitnu k’a yeshdu.	dec-05-05.mp3
4	5	6	I stay in the mountains.	Dghelay ti yeshdu.	dec-05-06.mp3
1	4	1	What is this? 	Ginihti yada di?	sept-04-01.mp3
1	4	2	This is a fish, a salmon. 	Ginihti łiqła.	sept-04-02.mp3
1	4	3	This is a trout.	 Ginihti shagela.	sept-04-03.mp3
1	4	4	This is a sucker.	Ginihti duchłehdi.	sept-04-04.mp3
9	3	1	This is a mosquito.	Gin k’i ts’is łu ghu.	may-03-01.mp3
9	3	2	A fly is flying around here.	 Dem gu nutnulnił.	may-03-02.mp3
9	3	3	A spider is walking around here.	 Nuhqelashi gu nugheyuł.	may-03-03.mp3
9	3	4	An ant is walking around here.	  Nudesa gu nugheyuŁ.	may-03-04.mp3
9	3	5	A butterfly is walking around here.	 Qałch’ema gu nugheyuł.	may-03-05.mp3
9	3	6	What is the ant doing?	 Nudesa yada q’u t’eł’an?	may-03-06.mp3
9	3	7	 The ant is crawling around. 	 (Nudesa) nuqighunesh (hti).	may-03-07.mp3
9	3	8	The spider is crawling around. 	 Nuhqelashi nuqighunesh.	may-03-08.mp3
9	3	9	The butterfly is flying around. 	 Qałch’ema niqatnulyesh.	may-03-09.mp3
9	3	10	The fly is flying around here.	 Dem niqatnulyesh gu.	may-03-10.mp3
9	3	11	The mosquito stung me.	 Ts’is shaghidghach.	may-03-11.mp3
9	3	12	The spider is making a web. 	 Nuhqelashi (k’e)tl’i (duhti).	may-03-12.mp3
3	7	1	Where is that trap?	Nt’a k’iłkedi ghinhti?	nov-07-01.mp3
3	7	2	Where is that trap?	K’iłkedi ghinhti nt’a?	nov-07-01b.mp3
3	7	3	Here is the trap. 	  Ginidi k’iłkedi.	nov-07-02.mp3
3	7	4	Where is the tent?	Nt’a balatga ghin(i)hti?	nov-07-03.mp3
3	7	5	The tent is pitched (here).	(Gu ki) balatga qa’ighalnik (duhti).	nov-07-04.mp3
3	7	6	Where are the snowshoes? 	 Ush ghin nt’a?	nov-07-05.mp3
3	7	7	Here are the snowshoes.	 Ginidi ush.	nov-07-06.mp3
3	7	8	Where is your packsack?	 (Nt’a) hał ghinhti nt’a?	nov-07-07.mp3
3	7	9	Here is the packsack.	 Gindi hał ghindi.	nov-07-08.mp3
3	7	10	Here is the packsack.	 Ginidi hał.	nov-07-08b.mp3
5	1	1	This is his/her head.	 Ginidi bekin’i.	jan-01-01.mp3
5	1	2	This is his/her neck. 	    Ginidi uq’es.	jan-01-02.mp3
5	1	3	This is his/her arm.	(Ginidi) bets’ila.	jan-01-03.mp3
5	1	4	This is his/her chest.	Gini(di) bet’uyts’ena.	jan-01-04.mp3
5	1	5	This is his/her stomach.	(Ginidi) bechutl’a.	jan-01-05.mp3
5	1	6	This is his/her hair.	Ginidi betsighu.	jan-01-06.mp3
5	1	7	This is my tooth.	Ginidi shghi.	jan-01-07.mp3
5	1	8	This is my face.	(Ginidi) shnan.	jan-01-08.mp3
5	1	9	This is my eye.	(Ginidi) shnagha.	jan-01-09.mp3
5	1	10	This is my nose..	Shenchish (k’a qilan).	jan-01-10.mp3
5	1	11	This is my ear.	Shjil’u (k’a qilan).	jan-01-11.mp3
5	1	12	This is my foot.	Shqa (qilan).	jan-01-12.mp3
5	1	13	This is my knee too.	Shch’esh k’a qilan.	jan-01-13.mp3
5	1	14	This is my hand too.	Shgguna k’a qilan.	jan-01-14.mp3
3	1	1	Do you speak the Dena’ina language?	(Nen k’a) Dena’inaq’e qinash du?	mar-01-01.mp3
3	1	2	I understand the Dena’ina language.	 Dena’inaq’e qadak’deshnesh shit’i.	mar-01-02.mp3
3	1	3	I don’t understand the Dena’ina language.	 Dena’inaq’e k’a nch’u qadak’eydeshnik.	mar-01-03.mp3
8	4	1	What is this?	Ginhti yada di?	apr-04-01.mp3
8	4	2	This is a black hat.	 Kit’uni dghelt’ich’i (k’a) gu (ghu) dey’un.	apr-04-02.mp3
8	4	3	A white one (hat) is also there.	 Dghelggeyi k’a gu dey’un.	apr-04-03.mp3
8	4	4	A white one (hat) is also there.	 Kit’un dghelggeyi gu dey’un.	apr-04-03b.mp3
8	4	5	This is a red hat.	  Deldeli kit’un gu dey’un.	apr-04-04.mp3
8	4	6	This (here) is a brown hat.	 Itsiggi (gu) kit’un gu dey’un.	apr-04-05.mp3
8	4	1	Do you have matches?	Sbichga (du) dayilu da?	feb-04-01.mp3
8	4	2	(Yes) there are matches.	 (Aa’) sbichga daydlu.	feb-04-02.mp3
8	4	3	There are no matches.	 Sbichga k’a qisen.	feb-04-03.mp3
8	4	4	Do you have firewood?	Chik’a nu daydlu da?	feb-04-04.mp3
8	4	5	Is there burning material there?	Yedghu idayq’eni daydlu da?	feb-04-04b.mp3
8	4	6	Yes, I have firewood. 	Aa’ chik’a dayełu.	feb-04-05.mp3
8	4	7	Are there spruce branches? 	K’eluts’iya daydlu da?	feb-04-06.mp3
8	4	8	Is there kindling?	Qudulgugi daydlu da?	feb-04-07.mp3
8	4	9	Yes, I have kindling.	Aa’ qudulgugi dayełu.	feb-04-08.mp3
8	4	10	What is s/he doing?	 Yada t’eł’anen din?	feb-04-09.mp3
8	4	11	 S/he is making a fire. 	Ghu nuydiłq’ush.	feb-04-10.mp3
8	4	12	 S/he is making a fire. 	Nuydiłq’ushen łu ghu.	feb-04-10b.mp3
8	4	13	What are you doing? 	Yada t’enł’an dit?	feb-04-11.mp3
8	4	14	He is making a fire.	Nuydiłq’ushen łu ghu.	feb-04-12.mp3
8	4	15	I am making a fire. 	Nuydełq’ushen łu ghu. (no audio)
8	4	16	You make fire! 	Nen q’u sa nu’idinłq’ush’i.	feb-04-13.mp3
8	4	17	Make a fire! 	Idinłq’ush sa’i.	feb-04-14.mp3
2	5	1	Hand me the gun. 	Iyni shlaq’a nłggat.	oct-05-01.mp3
2	5	2	 Give me the gun. 	(Nah) iyni ndu’.	oct-05-02.mp3
2	5	3	Give me the bullets.	Sbinich (gu) ndu’.	oct-05-03.mp3
2	5	4	Give me the trap.	 K’iłkedi shlaq’a dichit.	oct-05-04.mp3
2	5	5	Give me the trap. 	K’iłkedi ndu’.	oct-05-05.mp3
2	5	6	Give me the pocket knife. 	Niłq’aghelqedi ndu’.	oct-05-06.mp3
2	4	1	Give me the axe. 	 Duguli ndu’.	oct-04-01.mp3
2	4	2	 Here, take it. 	Nah.	oct-04-02.mp3
2	4	3	Hand me the knife.	K’ayagi shlaq’a nłghash.	oct-04-03.mp3
2	4	4	Give me the knife 	  K’ayagi ndu’	oct-04-03b.mp3
2	4	5	 Here, take it. 	 Nah.	oct-04-02.mp3
2	4	8	You (sg.) stand up by yourself!	Nen k’a nen ts’iłt’an k’a yisan sa’i.	feb-05-08.mp3
2	4	9	You stand up!	 Yisan sa’i.	feb-05-09.mp3
8	5	1	What bird is this?	Yada ggaggashla di?	apr-05-01.mp3
8	5	2	An owl is flying around here.	 Besini gu nutnulnił ni.	apr-05-02.mp3
8	5	3	An owl is flying around here.	 Besini gu nutnulnił.	apr-05-02b.mp3
8	5	4	What is the duck doing?	 Dałishla (q’u) yada t’eł’ani di?	apr-05-03.mp3
8	5	5	The duck is flying around here.	   Dałishla guduh ghu nutnulnił.	apr-05-04.mp3
8	5	6	The grouse is making a nest.	 Ełyuni k’t’eh duday’un.	apr-05-05.mp3
8	5	7	The raven is eating.	 Delgga (ghinhti) k’elqat.	apr-05-06.mp3
8	5	8	The goose is walking around.	 Ndalbay nugheyuł.	apr-05-07.mp3
3	6	1	I am drinking.	K’eshtnun (shit’i)	nov-06-01.mp3
3	6	2	Are you(sg.) drinking?	K’itnun dida?	nov-06-02.mp3
3	6	3	That guy is drinking too.	Yen k’a la k’etnunen lagin.	nov-06-03.mp3
3	6	4	We are drinking too.	Ch’k’etnun lagi.	nov-06-04.mp3
3	6	5	Are you(pl) are drinking too.	(Henyi k’a du) k’ehtnun dit?	nov-06-05.mp3
3	6	6	They are drinking too.	Yena k’a k’qetnun.	nov-06-06.mp3
9	2	1	What kind of hide did he make (tan)?	Ginihti yada q’u łchin dit k’eyes?	may-02-01.mp3
9	2	2	Did he make (tan) a skin? 	 K’eyes łchin lagin?	may-02-02.mp3
9	2	3	He made (tanned) a moose hide.	 Dnigi yes łchin łu ghu.	may-02-03.mp3
9	2	4	This is a caribou hide (that he tanned)	 Gini k’i ghenuy yes (łchin) łu ghu.	may-02-04.mp3
9	2	5	What is s/he making?	 Yada q’u łchin din?	may-02-05.mp3
9	2	6	S/he is tanning (a hide).	 Tuk’ełsah, tuk’esah.	may-02-06.mp3
9	2	7	This guy is tanning.	 Gun ki tuk’esahen łu ghu.	may-02-06b.mp3
9	2	8	 What are you doing? 	 Nenhti yada q’u t’enł’an?	may-02-07.mp3
9	2	9	I am tanning (a hide). 	 Ghu tuk’esah (łu ghu).	may-02-08.mp3
9	2	10	1title: June Lesson 1: Some Questions
9	2	1	It is summertime.	Shani qiydlan.	jun-01-01.mp3
9	2	2	Is it warm?	 Nuhnilqin?	jun-01-02.mp3
9	2	3	Yes, it is warm.	 Aa’ nuhnilqin shit’i.	jun-01-03.mp3
9	2	4	It is not warm.	  Nch’uk’a k’i nuhnilqil ehki.	jun-01-04.mp3
1	5	1	What is this? 	Ginihti yada di?	sept-05-01.mp3
1	5	2	This is a berry (also blueberry). 	Ginihti gega lagi.	sept-05-02.mp3
1	5	3	This is a high-bush cranberry.	 Ginihti nełtsułtsa lagi.	sept-05-03.mp3
1	5	4	This is a lowbush cranberry.	 Ginihti hey gega.	sept-05-04.mp3
1	5	5	 This is a red currant.	 Gindi nunayk’edi.	sept-05-05.mp3
1	5	6	These is a blackberry.	 Gindi gegayna.	sept-05-06.mp3
4	4	14	 I am sleeping.	 Dnayeldaq shit’i	dec-03-13.mp3
4	4	15	I am walking. 	  Nugheshuł shit’i.	dec-03-14.mp3
4	4	16	What is that man doing?	Quht’ana ghin ki yada t’eł’anen din?	dec-03-15.mp3
4	4	17	He is dancing.	 K’eljeshen lagi.	dec-03-16.mp3
4	4	18	What is that woman doing? 	K’isen ghun ki yada t’eł’anen din?	dec-03-17.mp3
4	4	19	She is sewing.  	 Q’ank’dałqushen łu ghu.	dec-03-18.mp3
4	4	20	What is the boy (child) doing? 	Ch’anigen ghun ki t’eł’anen din?	dec-03-19.mp3
4	4	21	The boy is walking.	Ch’anigen ghun ki nugheyuł duhti.	dec-03-20.mp3
4	4	22	What is that woman doing? 	K’isen ghun ki yada t’eł’anen din?	dec-03-21.mp3
4	4	23	She is sitting.	Eydu duhti.	dec-03-22.mp3
4	4	24	She is the one sitting.	Eydu’en shin’i.	dec-03-22b.mp3
